4586,3002,39.89494327,116.3452176
4586,3002,39.89503507,116.3452084
4586,3002,39.89507734,116.3452341
4586,3002,39.89502632,116.3452152
4586,3002,39.89498006,116.3452161
4586,3002,39.89493443,116.3452054
4586,3002,39.89503008,116.3451707
4586,3002,39.8950807,116.3451459
4586,3002,39.89512983,116.3451317
4586,3002,39.89517444,116.345122
4586,3002,39.89521411,116.3450875
4586,3002,39.8952574,116.3450434
4586,3002,39.89529497,116.3450079
4586,3002,39.89533522,116.3449796
4586,3002,39.8953788,116.3449555
4586,3002,39.89542016,116.3449298
4586,3002,39.89546522,116.3449243
4586,2582,39.89546522,116.3449243
4586,2582,39.89546245,116.3445116
4586,2582,39.89536879,116.3444888
4586,2582,39.89546245,116.3445116
4586,174,39.89504558,116.3420793
4586,174,39.89517127,116.3420542
4586,174,39.89620103,116.340208
4586,174,39.89620451,116.3401084
4586,174,39.89619508,116.3399282
4586,174,39.89618494,116.3397034
4586,174,39.89619847,116.3387941
4586,174,39.89603905,116.3423214
4586,174,39.89538589,116.3419564
4586,174,39.89540106,116.3420129
4586,174,39.89526884,116.3420068
4586,174,39.89613129,116.340947
4586,174,39.89614822,116.3408176
4586,174,39.89617597,116.3405478
4586,174,39.89616034,116.3394074
4586,174,39.89616838,116.3392854
4586,174,39.8960015,116.3417928
4586,174,39.89616654,116.339072
4586,174,39.89616704,116.3389377
4586,174,39.89615334,116.3385614
4586,174,39.89541179,116.3431594
4586,174,39.89526733,116.3418092
4586,174,39.89532227,116.3419726
4586,174,39.89596525,116.3416708
4586,174,39.8961271,116.3411482
4586,174,39.89584874,116.3418914
4586,174,39.89522835,116.3420239
4586,174,39.89523187,116.3420171
4586,174,39.8952874,116.3420039
4586,174,39.89241346,116.3438971
4586,174,39.89624168,116.3423554
4586,174,39.895304,116.3420973
4586,174,39.89527198,116.3419447
4586,174,39.89571199,116.3419122
4586,174,39.89601181,116.3415459
4586,174,39.89605778,116.3414241
4586,174,39.89694015,116.340776
4586,174,39.89544473,116.3420327
4586,174,39.89506478,116.3431192
4586,174,39.89539272,116.3433594
4586,174,39.89539633,116.3436513
4586,174,39.89551753,116.3438659
4586,174,39.89278473,116.3438777
4586,174,39.89254602,116.343897
4586,174,39.89629373,116.3423575
4586,174,39.89525769,116.3418672
4586,174,39.89542604,116.3419713
4586,174,39.89693277,116.3407141
4586,174,39.8963058,116.3402489
4586,174,39.89629608,116.3405318
4586,174,39.89629763,116.340734
4586,174,39.89610141,116.3423363
4586,174,39.89624483,116.3423581
4586,174,39.89632144,116.3395931
4586,174,39.89531594,116.3421909
